,service,description,status,vendor,year,label_service_name,label_service_category,label_start_time,label_end_time,label_overday_flag,label_timezone,label_location,label_user_symptom,label_user_symptom_category,label_root_cause,label_root_cause_category
432,AWS CodeDeploy (N. Virginia),"<div><span class=""yellowfg"">11:46 AM PST</span>&nbsp;We can confirm increased deployment error rates in the US-EAST-1 Region.</div><div><span class=""yellowfg""> 2:32 PM PST</span>&nbsp;We are seeing recovery in error rates while executing deployments in the US-EAST-1 Region. We will continue to monitor deployment error rate until fully recovered.</div><div><span class=""yellowfg""> 5:37 PM PST</span>&nbsp;Between 9:37 AM PST and 5:20 PM PST we experienced an increased error rate while executing deployments, in the US-EAST-1 Region. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Increased Error Rates,AWS,2017,AWS CodeDeploy,others,00:15,02:59,0,PDT,N. Virginia,"we experienced an increased error rate while executing deployments, in the US-EAST-1 Region.",ERROR,UNKNOWN,
123,Amazon Elastic Container Service (Ireland),"<div><span class=""yellowfg"">11:49 AM PST</span>&nbsp;We are investigating elevated API error rates in the EU-WEST-1 Region.</div><div><span class=""yellowfg"">12:30 PM PST</span>&nbsp;Between 11:05 AM and 12:05 PM PST we experienced elevated API error rates in the EU-WEST-1 Region. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Elevated API Error Rates,AWS,2020,Amazon Elastic Container Service,compute,11:05,12:05,0,PST,Ireland,we experienced elevated API error rates in the EU-WEST-1 Region.,ERROR,UNKNOWN,
104,Amazon Elastic Container Registry (N. Virginia),"<div><span class=""yellowfg"">11:44 AM PST</span>&nbsp;We are investigating increased API error rates for the ECR APIs in the US-EAST-1 Region. </div><div><span class=""yellowfg"">11:58 AM PST</span>&nbsp;Between 11:14 AM and 11:51 AM PST we experienced increased API error rates for the ECR APIs in the US-EAST-1 Region. The issue has been resolved and the service is operating normally. </div>",[RESOLVED] Elevated API Error Rates,AWS,2020,Amazon Elastic Container Registry,compute,11:14,11:51,0,PST,N. Virginia,we experienced increased API error rates for the ECR APIs in the US-EAST-1 Region.,ERROR,UNKNOWN,
408,Amazon Elastic MapReduce (N. Virginia),"<div><span class=""yellowfg""> 2:59 AM PST</span>&nbsp;We are investigating delays in starting and terminating clusters in the US-EAST-1 Region.</div><div><span class=""yellowfg""> 3:31 AM PST</span>&nbsp;We are continuing to investigate delays in starting and terminating clusters in the US-EAST-1 Region.</div><div><span class=""yellowfg""> 4:23 AM PST</span>&nbsp;Between 12:40 AM and 3:42 AM PST, we experienced delays in running steps, as well as starting and terminating Amazon EMR clusters in the US-EAST-1 Region. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Delays in starting and terminating clusters,AWS,2017,Amazon Elastic MapReduce,compute,00:40,03:42,0,PST,N. Virginia,"we experienced delays in running steps, as well as starting and terminating Amazon EMR clusters in the US-EAST-1 Region.",DELAY,UNKNOWN,
118,Amazon Relational Database Service (Montreal),"<div><span class=""yellowfg""> 5:19 PM PST</span>&nbsp;We wanted to provide an update for Amazon Aurora in the CA-CENTRAL-1 Region that we previously communicated to affected customers on their Personal Health Dashboards. Beginning at 11:43 AM PST some Amazon Aurora clusters experienced increased database create times and cluster unavailability in the CA-CENTRAL-1 Region. Elevated create times were resolved at 2:14 PM PST, at which point some existing clusters continued to experience availability issues. As of 4:48 PM PST both issues have been resolved and the service is operating normally.</div>",[RESOLVED] Increased Create Times and Cluster Unavailability,AWS,2020,Amazon Relational Database Service,database,11:43,16:48,0,PST,Montreal,some Amazon Aurora clusters experienced increased database create times and cluster unavailability in the CA-CENTRAL-1 Region.,"UNAVIL, DELAY",UNKNOWN,
606,Amazon CloudWatch (Cape Town),"<div><span class=""yellowfg""> 8:19 PM PST</span>&nbsp;We are investigating CloudWatch Metric Streams delivery delays in the AF-SOUTH-1 Region.</div><div><span class=""yellowfg""> 9:09 PM PST</span>&nbsp;We can confirm elevated API error rates for CloudWatch Metric Streams APIs in the AF-SOUTH-1 Region. We are actively working to resolve the issue. Customers may experience issues creating or updating their metric streams. Delivery of metric updates for the existing metric streams is not affected.</div><div><span class=""yellowfg""> 9:42 PM PST</span>&nbsp;Between 7:30 PM and 9:25 PM PST, we experienced elevated error rates when calling CloudWatch Metric Streams APIs in the AF-SOUTH-1 Region. Customers may have experienced issues creating or updating their metric streams. Delivery of metric updates for the existing metric streams was not affected. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Metric Stream Delivery Delays,AWS,2022,Amazon CloudWatch,management,19:30,21:25,0,PST,Cape Town,We are investigating CloudWatch Metric Streams delivery delays in the AF-SOUTH-1 Region. we experienced elevated error rates when calling CloudWatch Metric Streams APIs in the AF-SOUTH-1 Region. Customers may have experienced issues creating or updating their metric streams.,"ERROR, DELAY",UNKNOWN,
572,Amazon Elastic Compute Cloud (Oregon),"<div><span class=""yellowfg""> 4:28 PM PST</span>&nbsp;We are investigating increased error rates and latencies for the EC2 APIs in the US-WEST-2 Region.</div><div><span class=""yellowfg""> 5:09 PM PST</span>&nbsp;Between 3:51 PM and 4:57 PM PST we experienced increased error rates and latencies for the EC2 APIs in the US-WEST-2 Region. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Increased API Error Rates,AWS,2017,Amazon Elastic Compute Cloud,compute,15:51,16:57,0,PST,Oregon,we experienced increased error rates and latencies for the EC2 APIs in the US-WEST-2 Region.,"ERROR, DELAY",UNKNOWN,
95,Amazon Kinesis Firehose (Seoul),"<div><span class=""yellowfg""> 4:46 PM PST</span>&nbsp;We are investigating increased API fault rates in the AP-NORTHEAST-2 Region.</div><div><span class=""yellowfg""> 5:05 PM PST</span>&nbsp;Between 3:19 PM and 4:43 PM PST we experienced increased API fault rates and latencies in the AP-NORTHEAST-2 Region. The issue has been resolved and the service is operating normally. </div>",[RESOLVED] Increased Error Rates,AWS,2020,Amazon Kinesis Firehose,analytics,15:19,16:43,0,PST,Seoul,we experienced increased API fault rates and latencies in the AP-NORTHEAST-2 Region.,"ERROR, DELAY",UNKNOWN,
334,Amazon Kinesis Data Streams (N. Virginia),"<div><span class=""yellowfg""> 6:36 AM PST</span>&nbsp;We are investigating increased error rates for Kinesis Data Streams APIs in the US-EAST-1 Region.</div><div><span class=""yellowfg""> 7:50 AM PST</span>&nbsp;We are continuing to investigate increased Kinesis Data Streams API errors, and are working on identifying root cause.</div><div><span class=""yellowfg""> 8:12 AM PST</span>&nbsp;Kinesis Data Streams customers are still experiencing increased API errors. This is also impacting other services, including ACM, Amplify Console, API Gateway, AppStream2, AppSync, Athena, Cloudformation, Cloudtrail, CloudWatch, Cognito, Connect, DynamoDB, EventBridge, IoT Services, Lambda, LEX, Managed Blockchain, Resource Groups, SageMaker, Support Console, and Workspaces. We are continuing to work on identifying root cause.</div><div><span class=""yellowfg""> 8:52 AM PST</span>&nbsp;The Kinesis Data Streams API is severely impaired. This is also impacting other services, including ACM, Amplify Console, API Gateway, AppStream2, AppSync, Athena, CloudFormation, CloudTrail, CloudWatch, Cognito, Connect, DynamoDB, EventBridge, IoT Services, Lambda, LEX, Managed Blockchain, Resource Groups, SageMaker, Support Console, and Workspaces. We are actively working towards resolution.</div><div><span class=""yellowfg""> 9:32 AM PST</span>&nbsp;The Kinesis Data Streams API is currently impaired in the US-EAST-1 Region. As a result customers are not able to write or read data published to Kinesis streams.

CloudWatch metrics and events are also affected, with elevated PutMetricData API error rates and some delayed metrics.

While EC2 instances and connectivity remain healthy, some instances are experiencing delayed instance health metrics, but remain in a healthy state.

AutoScaling is also experiencing delays in scaling times due to CloudWatch metric delays.

The issue is also affecting other services, including ACM, Amplify Console, API Gateway, AppMesh, AppStream2, AppSync, Athena, Batch, CloudFormation, CloudTrail, Cognito, Connect, DynamoDB, EventBridge, Glue, IoT Services, Lambda, LEX, Managed Blockchain, Marketplace, Personalize, RDS, Resource Groups, SageMaker, Support Console, Well Architected, and Workspaces. For further details on each of these services, please see the Personal Health Dashboard.

Other services, like S3, remain unaffected by this event.

This issue has also affected our ability to post updates to the Service Health Dashboard.

We are continuing to work towards resolution.</div><div><span class=""yellowfg"">11:23 AM PST</span>&nbsp;We continue to work towards recovery of the issue affecting the Kinesis Data Streams API in the US-EAST-1 Region. For Kinesis Data Streams, the issue is affecting the subsystem that is responsible for handling incoming requests. The team has identified the root cause and we continue to make progress in addressing the root cause. We are seeing some improvement in error rates, but continue to work towards full resolution.

The issue also affects other services, or parts of these services, that utilize Kinesis Data Streams within their workflows. While features of multiple services are impacted, some services have seen broader impact and service-specific impact details are included within Recent Events on the Service Health Dashboard.</div><div><span class=""yellowfg""> 1:59 PM PST</span>&nbsp;Kinesis Data Streams API requests are still significantly impaired. We have identified a mitigation for this issue, and are actively working towards resolution.</div><div><span class=""yellowfg""> 2:49 PM PST</span>&nbsp;Kinesis Data Streams API requests are still impaired but are starting to see recovery. We continue to actively work towards resolution.</div><div><span class=""yellowfg""> 4:42 PM PST</span>&nbsp;Kinesis Data Streams API operations are seeing gradual recovery but customers may continue to experience increased latencies and failure rates. We continue to actively work towards resolution.</div><div><span class=""yellowfg""> 6:32 PM PST</span>&nbsp;We have now fully mitigated the impact to the subsystem within Kinesis that is responsible for the processing of incoming requests and are no longer seeing increased error rates or latencies. However, we are not yet taking the full traffic load and are working to relax request throttles on the service. Over the next few hours we expect to relax these throttles to previous levels. We expect customers to begin seeing recovery as these throttles are relaxed over this timeframe.</div><div><span class=""yellowfg""> 8:53 PM PST</span>&nbsp;We are continuing to relax the request throttles for Kinesis Data Streams and are gradually increasing the traffic into the service. We have not yet enabled requests to Kinesis Data Streams from VPC Endpoints. The Kinesis Data Streams subsystem continues to operate normally, and we expect incremental recovery over the next few hours.</div><div><span class=""yellowfg""> 9:26 PM PST</span>&nbsp;We have now enabled a subset of requests to Kinesis Data Streams using VPC Endpoints.</div><div><span class=""yellowfg"">10:06 PM PST</span>&nbsp;We have now enabled all requests to Kinesis Data Streams through Internet-facing endpoints. We are continuing to work to re-enable all requests to Kinesis Data Streams using VPC Endpoints.</div><div><span class=""yellowfg"">11:00 PM PST</span>&nbsp;We have now enabled all requests to Kinesis Data Streams through both Internet-facing endpoints and VPC Endpoints.</div><div><span class=""yellowfg"">Nov 26, 12:03 AM PST</span>&nbsp;Between 5:15 AM and 11:10 PM PST customers experienced a significant impairment to their Amazon Kinesis Data Streams API operations. We have identified the root cause and have completed immediate actions to prevent recurrence. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Increased API Error Rates,AWS,2020,Amazon Kinesis Data Streams,analytics,05:15,23:10,0,PST,N. Virginia,We are investigating increased error rates for Kinesis Data Streams APIs in the US-EAST-1 Region.,ERROR,UNKNOWN,
387,Amazon Relational Database Service (Sydney),"<div><span class=""yellowfg""> 1:42 PM PST</span>&nbsp;We are investigating increased database create times and cluster unavailability for Amazon Aurora in the AP-SOUTHEAST-2 Region.</div><div><span class=""yellowfg""> 2:09 PM PST</span>&nbsp;We can confirm increased database create times and cluster unavailability for Amazon Aurora in the AP-SOUTHEAST-2 Region. We have identified the root cause and continue to work toward resolution.</div><div><span class=""yellowfg""> 2:49 PM PST</span>&nbsp;We have resolved the issue resulting in increased database create times, and continue to work toward full resolution on Amazon Aurora Cluster Availability.</div><div><span class=""yellowfg""> 4:06 PM PST</span>&nbsp;We are beginning to see recovery for some Amazon Aurora Clusters and continue to work toward full resolution.</div><div><span class=""yellowfg""> 6:11 PM PST</span>&nbsp;Beginning at 11:54 AM PST some Amazon Aurora clusters experienced increased database create times and cluster unavailability in the AP-SOUTHEAST-2 Region. Elevated create times were resolved at 2:27 PM PST, at which point some existing clusters continued to experience availability issues. As of 5:35 PM PST both issues have been resolved and the service is operating normally.</div>",[RESOLVED] Increased Create Times and Cluster Unavailability,AWS,2019,Amazon Relational Database Service,database,11:54,17:35,0,PST,Sydney,some Amazon Aurora clusters experienced increased database create times and cluster unavailability in the AP-SOUTHEAST-2 Region.,"DELAY, UNAVIL",UNKNOWN,
460,AWS Certificate Manager (N. Virginia),"<div><span class=""yellowfg"">12:03 PM PST</span>&nbsp;We have confirmed increased error rates for binding certificates and first time certificate issuance in the US-EAST-1 Region. We have also confirmed increased error rates regarding validation emails in all regions.</div><div><span class=""yellowfg""> 2:13 PM PST</span>&nbsp;Between 9:37 AM and 1:56 PM PST we experienced increased error rates for binding certificates and first time issuance in the US-EAST-1 Region. We also saw delays in validation e-mails in all regions. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Increased Error Rates,AWS,2017,AWS Certificate Manager,security,09:37,13:36,0,PST,N. Virginia,we experienced increased error rates for binding certificates and first time issuance in the US-EAST-1 Region. We also saw delays in validation e-mails in all regions.,"ERROR, DELAY",UNKNOWN,
484,Amazon Athena (N. Virginia),"<div><span class=""yellowfg""> 6:57 PM PDT</span>&nbsp;We are investigating increased error rates affecting a small number of customers running Amazon Athena queries in the US-EAST-1 Region.</div><div><span class=""yellowfg""> 7:30 PM PDT</span>&nbsp;We have identified the root cause of the issue that was causing some customers to see increased error rates when running Amazon Athena queries in the US-EAST-1 Region and we are working towards recovery.</div><div><span class=""yellowfg""> 8:06 PM PDT</span>&nbsp;Between 6:00 PM and 7:50 PM PDT, we experienced increased error rates affecting a small number of customers running Amazon Athena queries in the US-EAST-1 Region. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Increased Error Rates,AWS,2017,Amazon Athena,analytics,18:00,19:50,0,PDT,N. Virginia,we experienced increased error rates affecting a small number of customers running Amazon Athena queries in the US-EAST-1 Region.,ERROR,UNKNOWN,
585,AWS Identity and Access Management,"<div><span class=""yellowfg""> 9:52 AM PDT</span>&nbsp;We are investigating elevated latencies and errors on the IAM APIs. In addition, we are investigating propagation delays for recently created or recently updated IAM users, credentials, roles, policies. Authentication and authorization of existing users, credentials, roles, policies are not impacted. Other AWS services like AWS CloudFormation that use IAM roles were also impacted.</div><div><span class=""yellowfg"">10:39 AM PDT</span>&nbsp;Between 6:44 AM and 9:12 AM PDT, customers experienced elevated latency and error rates in response to IAM API requests, as well as delays in describing recently created or modified IAM resources. In addition, between 6:44 AM and 10:02 AM, propagation of IAM API updates was delayed in the ME-SOUTH-1, EU-SOUTH-1, AP-EAST-1, and AF-SOUTH-1 regions, and newly created or recently updated IAM users, credentials, roles, and policies may not have been available for authentication and authorization in those regions. Other AWS Services that rely on IAM changes to provision resources, such as CloudFormation, were also impacted. Authentication and authorization for existing users, credentials, roles, policies were not impacted. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] IAM errors and propagation latency,AWS,2022,AWS Identity and Access Management,security,06:44,10:02,0,PDT,UNKNOWN,"customers experienced elevated latency and error rates in response to IAM API requests, as well as delays in describing recently created or modified IAM resources. propagation of IAM API updates was delayed in the ME-SOUTH-1, EU-SOUTH-1, AP-EAST-1, and AF-SOUTH-1 regions, and newly created or recently updated IAM users, credentials, roles, and policies may not have been available for authentication and authorization in those regions. Other AWS Services that rely on IAM changes to provision resources, such as CloudFormation, were also impacted.","ERROR, DELAY, UNAVIL",UNKNOWN,
201,Amazon Simple Storage Service (N. Virginia),"<div><span class=""yellowfg""> 9:19 AM PDT</span>&nbsp;We have identified the cause of the increased error rates for customers creating and managing Amazon S3 buckets and are working towards resolution. Only a small subset of requests are affected and retries are working.</div><div><span class=""yellowfg""> 9:30 AM PDT</span>&nbsp;Between 7:54 AM and 9:18 AM PDT, S3 customers saw elevated errors and latency for a subset of API requests to create and manage Amazon S3 buckets. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Increased Error Rates for Bucket Operations,AWS,2020,Amazon Simple Storage Service,storage,07:54,09:18,0,PDT,N. Virginia,S3 customers saw elevated errors and latency for a subset of API requests to create and manage Amazon S3 buckets.,"ERROR, DELAY",UNKNOWN,
657,AWS Single Sign-On (N. Virginia),"<div><span class=""yellowfg""> 8:08 AM PDT</span>&nbsp;We are investigating increased error rates in the AWS SSO management console in the US-EAST-1 Region.</div><div><span class=""yellowfg""> 8:49 AM PDT</span>&nbsp;We can confirm an issue with the AWS Single Sign-On (SSO) service, which is affecting customers who are using an external identity provider that is enabled in the US-EAST-1 Region.  Affected customers experiencing issues when attempting SSO authentication for the AWS console and services.  We are actively working towards identifying the root cause.</div><div><span class=""yellowfg""> 9:10 AM PDT</span>&nbsp;We are seeing recovery of this issue since 8:41 AM PDT, and all AWS console and API requests authenticated with an external SSO provider in the US-EAST-1 Region should be working properly now. We are continuing to monitor systems before confirming full recovery.</div><div><span class=""yellowfg""> 9:43 AM PDT</span>&nbsp;Between 7:34 AM and 8:41 AM PDT AWS Single Sign-On (SSO) customers using an external identity provider that is enabled in the US-EAST-1 Region experienced issues when attempting SSO authentication for the AWS console and services.  The issue has been identified and mitigated, and all SSO authentication requests are working properly now.</div>",[RESOLVED] Increased AWS SSO Management Console Error Rates,AWS,2022,AWS Single Sign-On,security,07:34,08:41,0,PDT,N. Virginia,AWS Single Sign-On (SSO) customers using an external identity provider that is enabled in the US-EAST-1 Region experienced issues when attempting SSO authentication for the AWS console and services.,OTHERS,UNKNOWN,
125,Amazon WorkSpaces (N. Virginia),"<div><span class=""yellowfg""> 4:38 PM PDT</span>&nbsp;We are investigating increased errors when calling WorkSpaces APIs and connecting to WorkSpaces in the US-EAST-1 Region.</div><div><span class=""yellowfg""> 5:39 PM PDT</span>&nbsp;Between 3:35 PM and 4:57 PM PDT we experienced increased API error rates and connection errors to WorkSpaces in the US-EAST-1 Region. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Increased Error Rates,AWS,2020,Amazon WorkSpaces,others,15:35,16:57,0,PDT,N. Virginia,we experienced increased API error rates and connection errors to WorkSpaces in the US-EAST-1 Region. ,"ERROR, UNAVIL",UNKNOWN,
19,Auto Scaling (N. Virginia),"<div><span class=""yellowfg""> 5:22 PM PDT</span>&nbsp;We are investigating increased error rates for API calls in the US-EAST-1 Region.</div><div><span class=""yellowfg""> 5:33 PM PDT</span>&nbsp;Between 5:05 PM and 5:26 PM PDT we experienced increased error rates for API calls in the US-EAST-1 Region. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Increased API Error Rates,AWS,2020,Auto Scaling,compute,17:05,17:26,0,PDT,N. Virginia,we experienced increased error rates for API calls in the US-EAST-1 Region.,ERROR,UNKNOWN,
260,Amazon CloudWatch (Tokyo),"<div><span class=""yellowfg""> 3:38 AM PDT</span>&nbsp;現在、AP-NORTHEAST-1 リージョンのいくつかのアラームの処理における増加したレイテンシーについて調査を行なっております。| We are investigating increased latencies for processing some alarms in the AP-NORTHEAST-1 Region.</div><div><span class=""yellowfg""> 4:23 AM PDT</span>&nbsp;AP-NORTHEAST-1 リージョンのいくつかのアラーム処理の遅延について引き続き調査しております。問題の解決に向けて対応しております。| We continue to investigate delays in processing some alarms in the AP-NORTHEAST-1 Region. We continue to work toward resolution. </div><div><span class=""yellowfg""> 6:18 AM PDT</span>&nbsp;4/20 19:03から21:42(JST)にかけて AP-NORTHEAST-1 リージョンにてお客様がいくつかのアラームの遅延が発生していた可能性がございます。現在ではこちらの問題は解決され、サービスは正常な状態に復旧しております。| Between 3:03 AM and 5:42 AM PDT, customers may have experienced some delayed alarms in the AP-NORTHEAST-1 Region. We have resolved the issue and the service is operating normally. </div>",[RESOLVED] Alarm delays,AWS,2020,Amazon CloudWatch,management,03:03,05:42,0,PDT,Tokyo,customers may have experienced some delayed alarms in the AP-NORTHEAST-1 Region. ,DELAY,UNKNOWN,
559,Amazon WorkMail (N. Virginia),"<div><span class=""yellowfg"">11:17 AM PDT</span>&nbsp;We are investigating increased Workmail Outlook latencies in the US-EAST-1 Region impacting the sending and receiving of new messages or appointments in Outlook clients.</div><div><span class=""yellowfg"">11:33 AM PDT</span>&nbsp;Between 10:16 AM and 11:07 AM PDT we experienced degraded WorkMail Outlook performances in the US-EAST-1 Region. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Increased Latencies,AWS,2017,Amazon WorkMail,others,10:16,11:07,0,PDT,N. Virginia,We are investigating increased Workmail Outlook latencies in the US-EAST-1 Region; we experienced degraded WorkMail Outlook performances in the US-EAST-1 Region.,"DELAY, DEPERF",UNKNOWN,
686,Multiple services (Sao Paulo),"<div><span class=""yellowfg""> 6:20 AM PDT</span>&nbsp;We are investigating increased error rates and latencies affecting multiple services and the AWS Console in the SA-EAST-1 Region.</div><div><span class=""yellowfg""> 6:39 AM PDT</span>&nbsp;We can confirm increased error rates and latencies for some services within the SA-EAST-1 Region. The AWS Management Console is also experiencing elevated error rates as a result of this issue. The root cause of the issue appears to be elevated network packet loss which is affecting some AWS service APIs. The EC2 network, and existing EC2 instances, are not affected by this event. Some services have seen improvements in error rates as a result of mitigations taken by engineers, but we continue to work towards full recovery.</div><div><span class=""yellowfg""> 6:55 AM PDT</span>&nbsp;Between 5:56 AM and 6:46 AM PDT, we experienced increased error rates and latencies affecting multiple services and the AWS Management Console in the SA-EAST-1 Region. The EC2 network, and existing EC2 instances, were not affected by this event. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Increased Error rates and Latencies,AWS,2022,Multiple services,others,05:56,06:46,0,PDT,Sao Paulo,we experienced increased error rates and latencies affecting multiple services and the AWS Management Console in the SA-EAST-1 Region.,"ERROR, DELAY",The root cause of the issue appears to be elevated network packet loss which is affecting some AWS service APIs.,
49,Amazon Simple Queue Service (N. Virginia),"<div><span class=""yellowfg""> 9:13 AM PDT</span>&nbsp;We are currently investigating elevated error rates for SQS in the US-EAST-1 Region.</div><div><span class=""yellowfg""> 9:30 AM PDT</span>&nbsp;Between 7:38 AM and 9:18 AM PDT, we experienced elevated API error rates and connection failures in the US-EAST-1 Region. The issue has been resolved and the service is operating normally. </div>",[RESOLVED] Elevated error rates for SQS,AWS,2020,Amazon Simple Queue Service,others,07:38,09:18,0,PDT,N. Virginia,we experienced elevated API error rates and connection failures in the US-EAST-1 Region.,"ERROR, UNAVIL",UNKNOWN,
7,AWS Systems Manager (N. Virginia),"<div><span class=""yellowfg""> 5:18 AM PDT</span>&nbsp;Between 2:50 AM and 4:55 AM PDT we experienced increased API error rates in the US-EAST-1 Region. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Increased error rates,AWS,2020,AWS Systems Manager,management,02:50,04:55,0,PDT,N. Virginia,we experienced increased API error rates in the US-EAST-1 Region.,ERROR,UNKNOWN,
185,Amazon WorkSpaces (Ireland),"<div><span class=""yellowfg""> 2:20 AM PDT</span>&nbsp;We are investigating increased errors when launching new WorkSpaces in the EU-WEST-1 Region.</div><div><span class=""yellowfg""> 2:49 AM PDT</span>&nbsp;Between September 11 6:35 PM and September 12 2:24 AM PDT we experienced increased errors when launching new WorkSpaces in the EU-WEST-1 Region. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] WorkSpaces Launch Errors,AWS,2020,Amazon WorkSpaces,others,18:35,02:24,1,PDT,Ireland,we experienced increased errors when launching new WorkSpaces in the EU-WEST-1 Region.,ERROR,UNKNOWN,
64,AWS Secrets Manager (Oregon),"<div><span class=""yellowfg""> 2:25 AM PDT</span>&nbsp;We are investigating elevated latencies and API error rates in the US-WEST-2 Region.</div><div><span class=""yellowfg""> 3:09 AM PDT</span>&nbsp;We continue to investigate elevated latencies and API error rates in the US-WEST-2 Region.</div><div><span class=""yellowfg""> 8:04 AM PDT</span>&nbsp;Between 2:04 AM and 7:50 AM PDT we experienced increased API error rates and latencies in the US-WEST-2 Region. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Elevated latencies and API Error Rates,AWS,2020,AWS Secrets Manager,security,02:04,07:50,0,PDT,Oregon,we experienced increased API error rates and latencies in the US-WEST-2 Region.,"ERROR, DELAY",UNKNOWN,
480,AWS CodeCommit (Ohio),"<div><span class=""yellowfg""> 1:19 AM PDT</span>&nbsp;We are investigating increased Git Push/Pull error rates via the SSH protocol in the US-EAST-2 Region.</div><div><span class=""yellowfg""> 1:52 AM PDT</span>&nbsp;Between 12:05 AM and 1:37 AM PDT we experienced increased Git Push/Pull error rates via the SSH protocol in the US-EAST-2 Region. The issue has been resolved and the service is operating normally.</div><div><span class=""yellowfg""> 1:56 AM PDT</span>&nbsp;</div>",[RESOLVED] Increase Git Push/Pull Error Rates via SSH,AWS,2017,AWS CodeCommit,others,12:05,13:37,0,PDT,Ohio,we experienced increased Git Push/Pull error rates via the SSH protocol in the US-EAST-2 Region. ,ERROR,UNKNOWN,
259,Amazon Simple Queue Service (N. Virginia),"<div><span class=""yellowfg""> 3:26 AM PDT</span>&nbsp;We are investigating increased error rates for send and receive operations for FIFO Queues in the US-EAST-1 Region. All other queues are operating normally.
</div><div><span class=""yellowfg""> 4:10 AM PDT</span>&nbsp;We have identified the cause of the increased error rates for send and receive operations for FIFO Queues in the US-EAST-1 Region and continue to work towards resolution. All other queues are operating normally and newly created FIFO queues will work without error.</div><div><span class=""yellowfg""> 5:05 AM PDT</span>&nbsp;We have identified the cause of the increased error rates for send and receive operations for FIFO Queues in the US-EAST-1 Region, and we are currently in the process of deploying the fix.</div><div><span class=""yellowfg""> 5:17 AM PDT</span>&nbsp;Between 2:01 AM PDT and 5:07 AM PDT we experienced increased error rates for send and receive operations for FIFO Queues in the US-EAST-1 Region. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Elevated Error Rates For FIFO Queues,AWS,2020,Amazon Simple Queue Service,others,02:01,05:07,0,PDT,N. Virginia,we experienced increased error rates for send and receive operations for FIFO Queues in the US-EAST-1 Region.,ERROR,UNKNOWN,
65,Amazon Simple Storage Service (Ohio),"<div><span class=""yellowfg"">12:01 PM PDT</span>&nbsp;We are investigating increased error rates for Amazon S3 requests in the US-EAST-2 Region.</div><div><span class=""yellowfg"">12:16 PM PDT</span>&nbsp;We have identified the root cause of the increased error rates in the US-EAST-2 Region and are working towards resolution.</div><div><span class=""yellowfg"">12:42 PM PDT</span>&nbsp;We have identified the root cause and are seeing some recovery. We are continuing to monitor and work towards full resolution.</div><div><span class=""yellowfg"">12:51 PM PDT</span>&nbsp;Between 11:47 AM and 12:33 PM PDT we experienced increased error rates for Amazon S3 requests in the US-EAST-2 Region. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Increased Error Rates,AWS,2020,Amazon Simple Storage Service,storage,11:47,12:33,0,PDT,Ohio,we experienced increased error rates for Amazon S3 requests in the US-EAST-2 Region.,ERROR,UNKNOWN,
267,Amazon Elastic Container Service (N. California),"<div><span class=""yellowfg""> 7:31 PM PDT</span>&nbsp;We are investigating elevated API error rates and latencies in the US-WEST-1 Region.</div><div><span class=""yellowfg""> 8:13 PM PDT</span>&nbsp;We can confirm elevated API error rates and latencies in the US-WEST-1 Region and continue to work towards resolution.</div><div><span class=""yellowfg""> 9:06 PM PDT</span>&nbsp;We have identified the cause of the elevated API error rates and latencies in the US-WEST-1 Region and continue working towards resolution. Running tasks are not impacted.</div><div><span class=""yellowfg""> 9:52 PM PDT</span>&nbsp;Between 6:53 PM and 9:37 PM PDT we experienced elevated API error rates and latencies in the US-WEST-1 Region. The issue has been resolved and the service is operating normally. Running tasks were not impacted.</div>",[RESOLVED] Elevated API Error Rates,AWS,2020,Amazon Elastic Container Service,compute,18:53,21:37,0,PDT,N. California,we experienced elevated API error rates and latencies in the US-WEST-1 Region.,"ERROR, DELAY",UNKNOWN,
